[rospy.client][INFO] 2025-04-03 13:18:37,689: init_node, name[/sonar_processor_6538_1743661117677], pid[6538]
[xmlrpc][INFO] 2025-04-03 13:18:37,689: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-04-03 13:18:37,689: Started XML-RPC server [http://localhost:34177/]
[rospy.init][INFO] 2025-04-03 13:18:37,689: ROS Slave URI: [http://localhost:34177/]
[rospy.impl.masterslave][INFO] 2025-04-03 13:18:37,690: _ready: http://localhost:34177/
[rospy.registration][INFO] 2025-04-03 13:18:37,690: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-04-03 13:18:37,690: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-04-03 13:18:37,790: registered with master
[rospy.rosout][INFO] 2025-04-03 13:18:37,790: initializing /rosout core topic
[rospy.rosout][INFO] 2025-04-03 13:18:37,796: connected to core topic /rosout
[rospy.simtime][INFO] 2025-04-03 13:18:37,799: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-04-03 13:18:37,813: Sonar processor initialized
[rospy.internal][INFO] 2025-04-03 13:18:37,857: topic[/RosAria/sonar] adding connection to [http://localhost:35761/], count 0
[rosout][INFO] 2025-04-03 13:18:37,872: Back Left Min: 0.84, Back Right Min: 0.89
[rospy.internal][INFO] 2025-04-03 13:18:37,960: topic[/sonar_min] adding connection to [/controller_joystick], count 0
[rosout][INFO] 2025-04-03 13:18:37,975: Back Left Min: 0.84, Back Right Min: 0.89
[rospy.internal][INFO] 2025-04-03 13:18:38,017: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-04-03 13:18:38,078: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,175: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,279: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,375: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,477: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,574: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,677: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,774: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,877: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:38,974: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,077: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,174: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,278: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,374: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,478: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,574: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,678: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,774: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,878: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:39,975: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,078: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,175: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,278: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,375: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,478: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,575: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,678: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,775: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,878: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:40,975: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,078: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,175: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,278: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,375: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,478: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,575: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,679: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,776: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,879: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:41,975: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,079: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,176: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,279: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,376: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,479: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,576: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,679: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,776: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,879: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:42,976: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,079: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,176: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,279: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,376: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,479: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,576: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,679: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,776: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,879: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:43,976: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,079: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,177: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,280: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,376: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,480: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,577: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,680: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,777: Back Left Min: 0.84, Back Right Min: 0.89
[rosout][INFO] 2025-04-03 13:18:44,880: Back Left Min: 0.84, Back Right Min: 0.89
